identifier,labels,context,source,translation
CAPO010FO,CAPO,Ford,"Now, that's the first sensible thing you've said all day.",
CAPQ003RA,CAPQ,Raz,That's really catchy!,
CAPQ004CP,CAPQ,Chops,"Thanks a lot, man.",
CAPR005RA,CAPR,Raz,You guys are excellent!,
CAPR006JT,CAPR,J.T.,Mighty kind of you to say.,
CAPS007RA,CAPS,Raz,Wow. Sweet!,
CAPS008JT,CAPS,J.T.,Glad ya like it.,
CAPT009RA,CAPT,Raz,"Seriously, you guys really sound good.",
CAPT010JT,CAPT,J.T.,"Doggone it, Raz, we're tryin' to play here.",
CAPX001RA,CAPX,Raz,Whatcha doin' there?,
CAPX002KI,CAPX,Kitty,"We're making friendship bracelets. You know, for our ""friends.""",
CAPY003RA,CAPY,Raz,"Hey, is that my name on that one?",
CAPY004KI,CAPY,Kitty,Not unless your name is Franke. Or Kitty.,
CAPZ005RA,CAPZ,Raz,"Oh, I guess I saw an ""R"" and... and an ""A""...",
CAPZ006KI,CAPZ,Kitty,"What's your name again, kid? Spaz?",
CAQA007RA,CAQA,Raz,My name's Raz.,
CAQA008KI,CAQA,Kitty,"Well, Spaz, why don't you go bother someone else.",
CAQB009RA,CAQB,Raz,Can I ask you guys a question?,
CAQB010KI,CAQB,Kitty,Ummmm... hmmmm... no.,
CAQC001RA,CAQC,Raz,"Hey Maloof, can I join in?",
CAQC002MF,CAQC,Maloof,"Sorry, Raz. This our thing.",
CAQD003RA,CAQD,Raz,"Come on, Maloof, give me a chance.",
CAQD004MF,CAQD,Maloof,You're a nice circus boy. You don't want to get mixed up in our business.,
CAQE005RA,CAQE,Raz,I just wanted to play too.,
CAQE006MF,CAQE,Maloof,Someday--and that day may never come--I will call upon you to toss me a ball or build a fort out of refrigerator boxes.,
CAQF007RA,CAQF,Raz,Hey--,
CAQF008MF,CAQF,Maloof,"I have a sentimental weakness for you, Raz. But you talk when you should listen.",
CAQG001RA,CAQG,Raz,"Hey Vernon, what's up?",
CAQG002VE,CAQG,Vernon,"I'm looking for Dogen, Elka, and Milka.",
CAQH003RA,CAQH,Raz,"Any luck finding those guys, Vernon?",
CAQH004VE,CAQH,Vernon,"Nope, not yet.",
CAQI001RA,CAQI,Raz,Excuse me--,
CAQI002FO,CAQI,Ford,I told you them burgers ain't ready!!!,
CAQI003RA,CAQI,Raz,"Uh, no you didn't.",
CAQI004FO,CAQI,Ford,The coals ain't hot! They're not going to be done for a while. Maybe a week.,
CAQI005RA,CAQI,Raz,A week?,
CAQI006FO,CAQI,Ford,They're backordered. I'm the only one back here! These things take time.,
CAQI007RA,CAQI,Raz,I don't even want a hamburger!,
CAQI008FO,CAQI,Ford,"Oh, well why didn't you say so?",
CAQI009FO,CAQI,Ford,So what DO you want?,
CAQJ010RA,CAQJ,Raz,"Hey, where's my hamburger?",
CAQJ011FO,CAQJ,Ford,Grrr! I told you--,
CAQJ012RA,CAQJ,Raz,Just kidding! I just want to buy stuff.,
CAQJ013FO,CAQJ,Ford,"Don't push me, Sonny. I can reach you with this spatula.",
CAQK014RA,CAQK,Raz,"Hey, anything new in the store?",
CAQK015FO,CAQK,Ford,Take a look.,
CAQL016FO,CAQL,Ford,Now leave me alone. I'm cooking!,
CAQM001RA,CAQM,Raz,"Hey, how'd you get out here?",
CAQM002FO,CAQM,Ford,I'm supposed to be here! I'm the Ranger!,
CAQM003FO,CAQM,Ford,"You're the one who shouldn't be out here, Sonny.",
CAQM004FO,CAQM,Ford,"This part of the woods is, uh... its not normal, see. Not safe.",
CAQM005FO,CAQM,Ford,I've seen some things... ohhh... and I've heard some things...,
CAQM006FO,CAQM,Ford,Like that? Ya hear that?,
CAQM007FO,CAQM,Ford,Now get yourself up to the main lodge and stay by the fire where it's safe.,
CAQU001FO,CAQU,Ford,Finest of the fleet!,
CAQU002RA,CAQU,Raz,"I'll take good care of her, sir!",
CAQU003FO,CAQU,Ford,Now don't take 'er out too far!,
CAQU004FO,CAQU,Ford,"That lake isn't as peaceful or as harmless as she looks, mm-hmm...",
CAQV002RA,CAQV,Raz,Aren't you guys going to Coach Oleander's class?,
CAQV003PH,CAQV,Phoebe,Are you kidding? A kid got killed in that class last year.,
CAQV004QU,CAQV,Quentin,"I heard it was a bunch of kids, Phoebe.",
CAQV005PH,CAQV,Phoebe,"Well, I heard it was a bunch of blind kids, and the Coach threw 'em off a cliff.",
CAQV006QU,CAQV,Quentin,Yeah... because they were late for class.,
CAQV007PH,CAQV,Phoebe,"You'd better hurry, kid! Now, where were we, Quentin?",
CAQX014FO,CAQX,Ford,Hey! No playin' hooky on my watch!  Ehhh.,
CAQX015FO,CAQX,Ford,Class is the other way! Now git!,
CAQY002RA,CAQY,Raz,Boyfriend? *Boyfriend?*,
CAQZ004DO,CAQZ,Dogen,Owwwwww.,
CAQZ005JT,CAQZ,J.T.,Ugh!,
CAQZ006CP,CAQZ,Chops,Oof!,
CAQZ007EL,CAQZ,Elka,Yow!,
CALF010SA,CALF,Sasha,I had no idea you were at such a remedial level.,
CALF011RA,CALF,Raz,Hey!,
CALF012SA,CALF,Sasha,"Lucky for you, we have one of the world's foremost levitators on staff.",
CALF013RA,CALF,Raz,"Agent Milla Vodello, the Mental Minx!",
CALF014SA,CALF,Sasha,Precisely. You'll need this Oarsman's Badge to reach her at the docks.,
CALF015SA,CALF,Sasha,I'll try to determine where this interference is coming from.,
CALF016SA,CALF,Sasha,Return when you've earned your Levitation Merit Badge.,
CALF018RA,CALF,Raz,But I have to climb that creepy tower and save Dogen from an insane dentist!,
CALF019SA,CALF,Sasha,Patience Razputin. Go see Milla at the docks and perhaps we will get to the top of that tower... and the bottom of your nightmare.,
CACM140PH,CACM,Phoebe,"Dude, you're grossing me out.",
CAMX030CO,CAMX,Coach,Ughhh.,
CAMX026CO,CAMX,Coach,"Uhhh.  Step away, soldier.",
CAMX027CO,CAMX,Coach,"Back off, soldier!",
CAMX028CO,CAMX,Coach,"Leave me alone, Private!",
CAMX029CO,CAMX,Coach,"Get out of my face, soldier!",
CAMX032CO,CAMX,Coach,Hhhuuuhhh.,
CAMX033CO,CAMX,Coach,Will you shut up!,
CACE096PH,CACE,Phoebe,(Sigh) Dude.,
CABY047QU,CABY,Quentin,"No way, you're the best.  That was good.",
CAAW000DO,CAAW,Dogen,"I'm telling you for the last time, no!",
CAAW001DO,CAAW,Dogen,I would never do that. I could never...,
CAAW002DO,CAAW,Dogen,...KILL EVERYONE.,
CAAW003DO,CAAW,Dogen,Oh... hi Raz!,
CAAW004RA,CAAW,Raz,Squirrel trouble?,
CAAW005DO,CAAW,Dogen,"They're liars is all. Whatever they tell you, it's a lie.",
CAAW006RA,CAAW,Raz,I'll take your word for it.,
CAAW007RA,CAAW,Raz,You going to class?,
CAAW008DO,CAAW,Dogen,"Yeah, I'll meet you up there. As soon as I get these guys to shut up!",
CAAY000RA,CAAY,Raz,"Hey, why aren't you guys in Coach Oleander's class?",
CACP000LI,CACP,Lili,Why don't you take a picture. It'll last longer.,
CACP001RA,CACP,Raz,Whoops. Sorry.,
CACQ000RA,CACQ,Raz,"Hey, where you going, Maloof?",
CACQ001MF,CACQ,Maloof,Shhhh! I snuck out. That class is a death trap for crazy people!,
CACQ002MF,CACQ,Maloof,"Listen, the Coach is strong. At the start of class he pulls you into his mind, and then there's nothing you can do about it.",
CACQ003MF,CACQ,Maloof,"But once you're in, you can use these Smelling Salts to sneak out.",
CACQ004MF,CACQ,Maloof,"Take mine. I don't need them anymore. I'm calling my parents to come get me, before I get hurt.",
CACQ005BZ,CACQ,Bobby,Too late!,
CACQ006MF,CACQ,Maloof,Bobby! Ahh!,
CACQ007BZ,CACQ,Bobby,"Hey, kid. You owe me five arrowheads for this week's protection service. ",
CACQ008BN,CACQ,Benny,"Cough it up, Ma-loser, or you'll be coughing up bloody tears.",
CACQ009RA,CACQ,Raz,"Hey, leave him alone.",
CACQ010BZ,CACQ,Bobby,"I heard a rumor that you were raised in the circus. Well, let me put this in terms you'll understand. I'm the Strong Man around here.",
CACQ011RA,CACQ,Raz,Really? Because you look more like the cotton candy.,
CACQ012BZ,CACQ,Bobby,(Gasp!),
CACQ013BZ,CACQ,Bobby,"Benny, put this kid's death on my to-do list.",
CACQ014BN,CACQ,Benny,"Come on, we'll see him in class.",
CACQ015BZ,CACQ,Bobby,"Yeah, we'll settle this on the battlefield.",
CACR000FO,CACR,Ford,Nuh-uh! ,
CACR001FO,CACR,Ford,I told you!,
CACR002FO,CACR,Ford,"The rest of camp is off limits, until you have a Basic Braining Merit Badge.",
CACS000RA,CACS,Raz,"You know where this button is from, Coach?",
CACS001CO,CACS,Coach,"Hey, you stole a button from the Geodesic Psychoisolation Chamber! ",
CACS002RA,CACS,Raz,"No, I didn't! I--Bobby Zilch gave it to me.",
CACS003CO,CACS,Coach,Shoulda known. That kid spends more time in the cooler than in school.  ,
CACS004CO,CACS,Coach,Reminds me of myself when I was his age.,
CACS005CO,CACS,Coach,"Well, go put it back!",
CADY000RA,CADY,Raz,Find 'em yet?,
CACS007RA,CACS,Raz,"Hey, Coach. Where IS the G--",
CACS008CO,CACS,Coach,Don't you know how to use your map?,
CACS009RA,CACS,Raz,Right! Yes! Sorry!,
CAZE003TO,CAZE,System,Press /JournalButton/ to access JOURNAL and MAP.,
CACS011RA,CACS,Raz,"Hey, if you have one of these buttons too, we could play tiddlywinks.",
CACS012CO,CACS,Coach,"If I had one of those buttons, I could kill you with it in six seconds.",
CACT000VE,CACT,Vernon,I'm hunting the most dangerous prey of all. ,
CACT001VE,CACT,Vernon,MAN.,
CACU000RA,CACU,Raz,This button look familiar to you?,
CACU001VE,CACU,Vernon,"Oh, man. That's from the Geodesic Psychoisolation Chamber. That reminds me of this time I was stuck in there for three days straight. The first ten minutes weren't bad, but then the second five were pretty scary. I was delirious for the three after that. And then--",
CACU002RA,CACU,Raz,"Hey, I think I see Elka over there!",
CACU003VE,CACU,Vernon,Where?,
CACV000RA,CACV,Raz,I think this button is a clue to the location of Sasha Nein's secret lab.,
CACV001NI,CACV,Nils,Really? Hang on. I'll use my power of Clairvoyance on it to see if he's got any ladies in there.,
CACV002NI,CACV,Nils,Nope. Just Maloof. And he's crying. I've heard that's what happens to kids who go for Sasha's advanced training too early.,
CACX000RA,CACX,Raz,"Hey, Dogen! I got a secret for you.",
CACX001RA,CACX,Raz,(...whisper-whisper...),
CACX002RA,CACX,Raz,...Nils...,
CACX004EL,CACX,Elka,"Hey, not fair! Whispering is so rude!",
CACX005EL,CACX,Elka,"What did he tell you, Dogen?",
CACY000RA,CACY,Raz,"Hey, look at this button I found on Nils' bunk.",
CACY001RA,CACY,Raz,It looks like it came off a girl's dress.,
CACY003EL,CACY,Elka,I don't care.,
CACY004RA,CACY,Raz,Looks like it was just torn off by force!,
CACY005RA,CACY,Raz,It's got little teeth marks on it!,
CACY006EL,CACY,Elka,GET THAT THING OUT OF MY FACE BEFORE I SHOVE IT IN YOUR EYE SOCKET AND SEW IT TO YOUR BRAIN!,
CACY007DO,CACY,Dogen,Nils kisses girls on the mouth and likes it.,
CACY008EL,CACY,Elka,"Why don't you just take off your hat and kill me, Dogen?",
CACY009DO,CACY,Dogen,I dunno.,
CACZ000RA,CACZ,Raz,But I need to get to Sasha Nein's secret lab!,
CADA000RA,CADA,Raz,"Where'd you get your clothes? Because my sister, she's kind of fat and she has so much trouble finding good stuff.",
CADA001KI,CADA,Kitty,WHAT?,
CADA002RA,CADA,Raz,"I said, do you know where Sasha's secret lab is?",
CADA003FA,CADA,Franke,"Why don't you go talk to someone who likes you, and leave us alone?",
CADB000RA,CADB,Raz,"Hey, look. I got a button. Can I join your little craft club?",
CADB001FA,CADB,Franke,"Hey, look. I got an ugly face. Can I join your ugly club?",
CADB002KI,CADB,Kitty,"Uh, Franke. Let me handle the insults, okay?",
CADB003KI,CADB,Kitty,"Hey, look! My Dad's poor and I was raised in the circus. Can I join the Psychonauts?",
CADB005FA,CADB,Franke,"Dang, Kitty. You're the best!",
CADB006RA,CADB,Raz,"Hey, look. I got a button. Everybody says you guys suck.",
CADC000RA,CADC,Raz,"Hey, I got this button from Sasha Nein, and I have to give it back. Do you know where his secret lab is?",
CADC001MH,CADC,Mikhail,Do not know. Why not ask foxy girlfriend over there?,
CADC002RA,CADC,Raz,Again with the girlfriend thing. Listen--,
CADC003MH,CADC,Mikhail,"Hey, just kidding. Mikhail know women good for only one thing!",
CADC005MH,CADC,Mikhail,Unless have skinny arms like your girlfriend. Then out of luck.,
CADD000RA,CADD,Raz,"Hey, who is that?",
CADD001MF,CADD,Maloof,Raz is that you? It's me! Maloof!,
CADD002RA,CADD,Raz,"Hang on, buddy. Give me a sec to pop this tin can.",
CADD003MF,CADD,Maloof,Thanks! I thought I was going to have to eat my own arm.,
CADD004RA,CADD,Raz,"Okay, this is dumb. There's no way I can break open that big, steel hut with this little button.",
CADE000RA,CADE,Raz,"Hey, Lili. Do you know where Sasha Nein's secret lab is? ",
CADE001LI,CADE,Lili,"Secret? It's printed on your map, duh!",
CADE002RA,CADE,Raz,"Oh, I knew that. I was just curious if YOU knew where Sasha Nein's lab was.",
CADE003RA,CADE,Raz,Because I do.,
CADE004LI,CADE,Lili,Uh-huh.,
CAZE004TO,CAZE,System,Press /JournalButton/ to view JOURNAL and MAP.,
CADE006RA,CADE,Raz,Want to measure my wrist? Just in case.,
CADE007LI,CADE,Lili,"Mm, no.",
CADF000RA,CADF,Raz,"Hey, if you were going to make a friendship bracelet, you could maybe use this button here.",
CADF001LI,CADF,Lili,Why? So you could unbutton it and take it off when you got tired of being friends with me? ,
CADF002RA,CADF,Raz,Who said you were making it for me?,
CADF003LI,CADF,Lili,Uhhh--,
CADF004LI,CADF,Lili,"You know, if you were going to shut up, you could use that button on your lip. How about that?",
CADF005RA,CADF,Raz,Jeez.,
CADG000CM,CADG,Clem,Ah ha ha!,
CADG001CF,CADG,Crystal,Ow ha ah!,
CADG002CM,CADG,Clem,Look who's still punching!,
CADG003RA,CADG,Raz,Oh god. What have I done?,
CADH000RA,CADH,Raz,Hey! I'll bet you can't write a cheer about this red button.,
CADH001CM,CADH,Clem,Wanna bet? ,
CADH002CF,CADH,Crystal,You're on!,
CADH003CM,CADH,Clem,Red button is the best!,
CADH004CF,CADH,Crystal,It fastens up my vest!,
CADH005CM,CADH,Clem,"If it breaks like the rest,",
CADH006CF,CADH,Crystal,The boys will see my chest!,
CADI000JT,CADI,J.T.,"Hey, you're that new kid, ain't ya?",
CADI001RA,CADI,Raz,"Well, I'm doing some advanced training right now as a matter of fact, so I don't think ""New Kid"" is really a name that you want to get too used to saying.",
CADI002CP,CADI,Chops,"Hold on there. You're not doing Sasha Nein's advanced training that he does in his secret, underground lab are you?",
CADI003CP,CADI,Chops,Hidden deep within the iron walls of the GPC where no one can hear you screaming?,
CADI004RA,CADI,Raz,"Why, yes I am.",
CADI005JT,CADI,J.T.,Sakes alive!,
CADI006CP,CADI,Chops,"Well, nice knowing you.",
CADJ000RA,CADJ,Raz,"Hey, I brought you a new guitar pick. Look.",
CADJ001JT,CADJ,J.T.,"Aw, quit foolin'. That's just a button you took from the GPC across the creek.",
CADJ002CP,CADJ,Chops,Probably radioactive.,
CADJ003JT,CADJ,J.T.,Dang! Git that outta here!,
CADL000RA,CADL,Raz,"Hey, look, Chloe. I found a tiny, red space ship.",
CADL001CH,CADL,Chloe,"Nice fake Trynaxian Cruiser, Raz. But if you'd done even the most basic research, you'd know that real Trynaxian Cruisers have SIX viewports on top, not four.",
CADL002RA,CADL,Raz,Well I guess you just haven't seen THIS YEAR'S Trynaxian Cruiser then.,
CADL003CH,CADL,Chloe,The Trynaxian galaxy exploded 400 years ago.,
CADL004RA,CADL,Raz,Oh my god. This must be really valuable then. ,
CADN000BZ,CADN,Bobby,HEY!,
CADN001BN,CADN,Benny,Ay!,
CADP000RA,CADP,Raz,"Hey, check out this weird button!",
CADP001BZ,CADP,Bobby,Gah! No! Don't put me back in there! Please! I'll be good!,
CADP002BN,CADP,Benny,"Hey, boss! Boss! What's wrong?",
CADP003BZ,CADP,Bobby,"Uh, nothing. It's just, that button reminds me of a bad place. That's all. ",
CADP004BN,CADP,Benny,You heard the man. Get that button outta here!,
CADQ000PH,CADQ,Phoebe,Why I oughtta...,
CADQ001QU,CADQ,Quentin,"Simmer down there, Phoebe. You promised Milla you wouldn't burn any more kids.",
CADQ002PH,CADQ,Phoebe,Grr. Okay.,
CADR000RA,CADR,Raz,"Hey, just pretend this is a lighter.",
CADR001RA,CADR,Raz,It's red. ,
CADR002RA,CADR,Raz,"Pretty inspiring, eh?",
CADT000RA,CADT,Raz,This mean anything to you?,
CADT001FO,CADT,Ford,Ah yes. ,
CADT002RA,CADT,Raz,So...?,
CADT003FO,CADT,Ford,So? Sew red buttons on your underwear!,
CADT004RA,CADT,Raz,What does that mean? How will that help me find Sasha's lab?,
CADT005FO,CADT,Ford,How the heck do I know? It's just one of those things us old people like to say!,
CADU000RA,CADU,Raz,What can I buy with this button?,
CADU001FO,CADU,Ford,"We only take arrowheads here, kid. ",
CADU002FO,CADU,Ford,100% pure Psitanium arrowheads. Squeezed from the ground like magical pimples popped out of Mother Earth's own back.,
CADU003RA,CADU,Raz,Ew.,
CADV000RA,CADV,Raz,"Okay, here's my Oarsman's Badge.",
CADV001FO,CADV,Ford,"I'm not THAT blind, you little rat. Now beat it until you get the real thing.",
CADW000RA,CADW,Raz,Looks like you got that little patch of dirt pretty well raked.,
CADW001FO,CADW,Ford,Shush! I'm lookin' for my contact lens!,
CADX000RA,CADX,Raz,"Hey, do you know where this button belongs?",
CADX001FO,CADX,Ford,I know where it DOESN'T belong. It doesn't belong HERE in these off-limit woods! Just like you. Now g--,
CADX002FO,CADX,Ford,Oh. Wait. That's from the GPC. It DOES belong down here in these off-limit woods. Hmmm.,
CADX003FO,CADX,Ford,But you don't! So git!,
CADY001VE,CADY,Vernon,"Well, I tracked Dogen into the forest, but his footprints just... disappeared.",
CADY002RA,CADY,Raz,Really?,
CADY003VE,CADY,Vernon,"Yeah, and I tried to tag Elka, but she punched me.",
CADY004VE,CADY,Vernon,"I saw Milka run into this cave, so all I have to do now is wait.",
CADY005RA,CADY,Raz,Why don't you just run in there?,
CADY006VE,CADY,Vernon,"Never follow a snake into its hole, Raz. That is the code of the mongoose. The code of the hunter.",
CADY007RA,CADY,Raz,How's it going Mongoose?,
CADY008VE,CADY,Vernon,Everything is falling into place. We're moving into the endgame.,
CADZ000RA,CADZ,Raz,Dogen!,
CADZ001RA,CADZ,Raz,"Yeah, good idea. You rest here while I find your brains!",
CAEA000RA,CAEA,Raz,"Hey, I didn't know you guys were friends.",
CAEA001MH,CAEA,Mikhail,Small Maloof and I have arrangement.,
CAEA002MH,CAEA,Mikhail,"Instead of beating up bears, I get to beat up anyone who picks on Maloof.",
CAEA003RA,CAEA,Raz,What?,
CAEA004MH,CAEA,Mikhail,"Unbelievable, no? And he's not even charging me.",
CAEA005MF,CAEA,Maloof,"A lot of things are going to change around here, Razputin.",
CAEA006MF,CAEA,Maloof,A power shift. Some big figures will be going down. Some new stars rising. ,
CAEA007MF,CAEA,Maloof,"For the meek, justice. For the abusers of power, wedgies and Indian burns.",
CAEA008MF,CAEA,Maloof,Choose your sides wisely.,
CAEB000RA,CAEB,Raz,Gah!,
CAEB001MH,CAEB,Mikhail,No one touch Maloof any more!,
CAEB002MF,CAEB,Maloof,Mmm.,
CAEB003MF,CAEB,Maloof,"Let him go, Mikhail. He did me a favor once.",
CAEB004MF,CAEB,Maloof,"For that, he gets a one-day free ride.",
CAEB005MH,CAEB,Mikhail,You're lucky the boss is generous today.,
CAEB006RA,CAEB,Raz,Oof. Thanks.,
CAEC000RA,CAEC,Raz,(Gasp.),
CAEC001RA,CAEC,Raz,There she is!,
CAEC002MI,CAEC,Milla,"And there you are, darling!",
CAEC003MI,CAEC,Milla,"Don't worry, I got in contact with your father, and he's going to be here tomorrow to pick you up!",
CAEC004RA,CAEC,Raz,My... father?,
CAEC005MI,CAEC,Milla,"Ooh, got to go! The race is starting!",
CAED000JT,CAED,J.T.,Care to give it a try?,
CAED001RA,CAED,Raz,Okay...,
CAEE000BZ,CAEE,Bobby,What the?,
CAEE001RA,CAEE,Raz,Don't make me go get my fish friend again.,
CAEE002BZ,CAEE,Bobby,"Pfff! I ain't afraid of no Lungfish. Come on and get me, stupid Lungfish.",
CAEE003BZ,CAEE,Bobby,Oooh! Look at me! I can breathe!,
CAEE004BZ,CAEE,Bobby,Big deal! So can I!,
CAEG000MI,CAEG,Milla,"Don't be a stranger, darling.",
CAEG001RA,CAEG,Raz,"Thank you, Agent Vodello. ",
CAEG002RA,CAEG,Raz,Now it's back to the lab to save Dogen.,
CAEG003MI,CAEG,Milla,"Dogen's not in the lab, sweetie. He's watching TV in the lodge with the other children.",
CAEG004RA,CAEG,Raz,"I meant the dream Dogen from my Brain Tumbler vision. If I can find out what's happening to him, maybe that would give me a clue about who stole real Dogen's brain.",
